Symbol,Sector
TFIN,Finance
TFINP,Finance
TFSL,Finance
TFX,Health Care
TG,Industrials
TGAA,Finance
TGAN,Technology
TGB,Basic Materials
TGI,Industrials
TGL,Technology
TGLS,Consumer Discretionary
TGNA,Industrials
TGS,Utilities
TGT,Consumer Discretionary
TGTX,Health Care
TH,Consumer Discretionary
THAR,Health Care
THC,Health Care
THCH,Finance
THCP,Industrials
THFF,Finance
THG,Finance
THM,Basic Materials
THMO,Industrials
THO,Industrials
THQ,Finance
THR,Energy
THRD,Health Care
THRM,Consumer Discretionary
THRY,Industrials
THS,Consumer Staples
THTX,Health Care
THW,Finance
TIGO,Telecommunications
TIGR,Finance
TIL,Health Care
TILE,Consumer Discretionary
TIMB,Telecommunications
TIPT,Finance
TIRX,Finance
TISI,Consumer Discretionary
TITN,Consumer Discretionary
TIVC,Health Care
TIXT,Technology
TJX,Consumer Discretionary
TK,Consumer Discretionary
TKC,Telecommunications
TKLF,Consumer Discretionary
TKNO,Health Care
TKR,Industrials
TLF,Consumer Discretionary
TLGY,Finance
TLIS,Health Care
TLK,Telecommunications
TLPH,Health Care
TLRY,Health Care
TLS,Technology
TLSA,Health Care
TLSI,Health Care
TLYS,Consumer Discretionary
TM,Consumer Discretionary
TMCI,Health Care
TMDX,Health Care
TME,Consumer Discretionary
TMHC,Consumer Discretionary
TMO,Industrials
TMP,Finance
TMTC,Finance
TMTCR,Finance
TMTCU,Finance
TMUS,Telecommunications
TNC,Industrials
TNDM,Health Care
TNET,Consumer Discretionary
TNGX,Health Care
TNK,Consumer Discretionary
TNL,Consumer Discretionary
TNON,Health Care
TNONW,Health Care
TNP,Consumer Discretionary
TNXP,Health Care
TNYA,Health Care
TOI,Health Care
TOL,Consumer Discretionary
TOMZ,Finance
TOON,Consumer Discretionary
TOP,Finance
TOPS,Consumer Discretionary
TORO,Consumer Discretionary
TOST,Technology
TOUR,Consumer Discretionary
TOVX,Health Care
TOWN,Finance
TPB,Consumer Discretionary
TPC,Consumer Discretionary
TPCS,Industrials
TPET,Energy
TPG,Finance
TPH,Consumer Discretionary
TPHS,Real Estate
TPIC,Industrials
TPL,Energy
TPR,Consumer Discretionary
TPST,Health Care
TPTA,Real Estate
TPVG,Consumer Discretionary
TPX,Consumer Discretionary
TPZ,Finance
TR,Consumer Staples
TRAK,Technology
TRC,Finance
TRDA,Health Care
TREE,Finance
TREX,Basic Materials
TRGP,Utilities
TRI,Consumer Discretionary
TRIB,Health Care
TRIN,Finance
TRINL,Finance
TRIP,Technology
TRIS,Finance
TRMB,Industrials
TRMD,Consumer Discretionary
TRMK,Finance
TRML,Health Care
TRN,Industrials
TRNO,Finance
TRNR,Technology
TRNS,Industrials
TRON,Finance
TRONW,Finance
TROO,Technology
TROW,Finance
TROX,Industrials
TRP,Utilities
TRS,Industrials
TRST,Finance
TRT,Technology
TRTL,Finance
TRTX,Real Estate
TRU,Finance
TRUE,Technology
TRUP,Health Care
TRV,Finance
TRVG,Technology
TRVI,Health Care
TRVN,Health Care
TRX,Basic Materials
TS,Industrials
TSAT,Industrials
TSBK,Finance
TSCO,Consumer Discretionary
TSE,Industrials
TSEM,Technology
TSHA,Health Care
TSI,Finance
TSLA,Consumer Discretionary
TSLX,Finance
TSM,Technology
TSN,Consumer Staples
TSQ,Consumer Discretionary
TSRI,Technology
TSVT,Health Care
TT,Industrials
TTC,Consumer Discretionary
TTD,Technology
TTE,Energy
TTEC,Technology
TTEK,Consumer Discretionary
TTGT,Telecommunications
TTI,Energy
TTMI,Technology
TTNP,Health Care
TTOO,Health Care
TTP,Finance
TTSH,Finance
TTWO,Technology
TU,Telecommunications
TUP,Industrials
TURN,Finance
TUSK,Energy
TUYA,Technology
TV,Industrials
TVC,Utilities
TVE,Utilities
TVGN,Health Care
TVGNW,Health Care
TVTX,Health Care
TW,Finance
TWI,Industrials
TWIN,Industrials
TWKS,Technology
TWLO,Technology
TWLV,Finance
TWLVW,Finance
TWN,Finance
TWO,Real Estate
TWOA,Real Estate
TWOU,Technology
TWST,Health Care
TX,Industrials
TXG,Industrials
TXMD,Health Care
TXN,Technology
TXO,Energy
TXRH,Consumer Discretionary
TXT,Industrials
TY,Finance
TYG,Finance
TYGO,Technology
TYL,Technology
TYRA,Health Care
TZOO,Consumer Discretionary
U,Technology
UA,Consumer Discretionary
UAA,Consumer Discretionary
UAL,Consumer Discretionary
UAMY,Industrials
UAN,Industrials
UAVS,Industrials
UBCP,Finance
UBER,Consumer Discretionary
UBFO,Finance
UBS,Finance
UBSI,Finance
UBX,Health Care
UCAR,Consumer Discretionary
UCBI,Finance
UCBIO,Finance
UCL,Consumer Discretionary
UCTT,Technology
UDMY,Real Estate
UDR,Real Estate
UE,Finance
UEC,Basic Materials
UEIC,Consumer Staples
UFCS,Finance
UFI,Consumer Discretionary
UFPI,Basic Materials
UFPT,Health Care
UG,Consumer Discretionary
UGI,Utilities
UGIC,Utilities
UGP,Utilities
UGRO,Consumer Discretionary
UHAL,Consumer Discretionary
UHG,Consumer Discretionary
UHGWW,Consumer Discretionary
UHS,Health Care
UHT,Real Estate
UI,Technology
UIS,Technology
UK,Consumer Discretionary
UKOMW,Consumer Discretionary
UL,Consumer Discretionary
ULCC,Consumer Discretionary
ULH,Industrials
ULTA,Consumer Discretionary
UMBF,Finance
UMC,Technology
UMH,Real Estate
UNB,Finance
UNCY,Health Care
UNF,Consumer Discretionary
UNFI,Consumer Discretionary
UNH,Health Care
UNIT,Real Estate
UNM,Finance
UNMA,Finance
UNP,Industrials
UNTY,Finance
UONE,Consumer Discretionary
UONEK,Consumer Discretionary
UP,Consumer Discretionary
UPBD,Consumer Discretionary
UPC,Health Care
UPLD,Technology
UPS,Industrials
UPST,Finance
UPWK,Technology
UPXI,Health Care
URBN,Consumer Discretionary
URG,Basic Materials
URGN,Health Care
UROY,Finance
USA,Finance
USAC,Utilities
USAP,Industrials
USAU,Basic Materials
USB,Finance
USCB,Finance
USCT,Finance
USCTW,Finance
USEA,Consumer Discretionary
USEG,Energy
USFD,Consumer Discretionary
USGO,Basic Materials
USGOW,Basic Materials
USIO,Finance
USLM,Industrials
USM,Telecommunications
USNA,Health Care
USPH,Health Care
UTF,Finance
UTG,Finance
UTHR,Health Care
UTL,Utilities
UTMD,Health Care
UTSI,Telecommunications
UTZ,Consumer Staples
UUU,Technology
UUUU,Industrials
UVE,Finance
UVSP,Finance
UVV,Industrials
UWMC,Finance
UXIN,Consumer Discretionary
UZD,Telecommunications
UZE,Telecommunications
UZF,Telecommunications
V,Consumer Discretionary
VABK,Finance
VAC,Finance
VAL,Energy
VALE,Basic Materials
VALN,Health Care
VALU,Finance
VANI,Health Care
VATE,Industrials
VAXX,Health Care
VBF,Finance
VBFC,Finance
VBIV,Health Care
VBNK,Finance
VBTX,Finance
VC,Consumer Discretionary
VCEL,Health Care
VCIG,Consumer Discretionary
VCNX,Health Care
VCSA,Technology
VCTR,Finance
VCV,Finance
VCXB,Finance
VCYT,Health Care
VECO,Technology
VEEE,Industrials
VEEV,Technology
VEL,Finance
VEON,Telecommunications
VERA,Health Care
VERB,Technology
VERBW,Consumer Discretionary
VERI,Technology
VERO,Health Care
VERU,Health Care
VERV,Health Care
VERX,Technology
VERY,Finance
VET,Energy
VEV,Consumer Discretionary
VFC,Consumer Discretionary
VFL,Finance
VFS,Finance
VGAS,Industrials
VGI,Finance
VGM,Finance
VGR,Health Care
VHI,Industrials
VIA,Utilities
VIAO,Technology
VIASP,Utilities
VIAV,Technology
VICI,Real Estate
VICR,Technology
VIEW,Consumer Discretionary
VIEWW,Consumer Discretionary
VIGL,Health Care
VINC,Health Care
VINE,Consumer Staples
VINO,Finance
VINP,Finance
VIOT,Consumer Discretionary
VIPS,Consumer Discretionary
VIR,Health Care
VIRC,Consumer Discretionary
VIRI,Health Care
VIRT,Finance
VIRX,Health Care
VISL,Telecommunications
VIST,Energy
VITL,Consumer Staples
VIV,Telecommunications
VIVK,Energy
VKI,Finance
VKQ,Finance
VKTX,Health Care
VLCN,Consumer Discretionary
VLD,Industrials
VLGEA,Consumer Staples
VLN,Technology
VLO,Energy
VLRS,Consumer Discretionary
VLT,Finance
VLTO,Industrials
VLY,Finance
VLYPO,Finance
VLYPP,Finance
VMAR,Industrials
VMC,Industrials
VMCA,Finance
VMD,Health Care
VMEO,Technology
VMI,Industrials
VMO,Finance
VNCE,Consumer Discretionary
VNDA,Health Care
VNET,Technology
VNO,Real Estate
VNOM,Energy
VNRX,Health Care
VNT,Industrials
VOC,Energy
VOD,Telecommunications
VOR,Health Care
VOXX,Technology
VOYA,Finance
VPG,Technology
VPV,Finance
VRA,Consumer Discretionary
VRAR,Technology
VRAX,Health Care
VRCA,Health Care
VRDN,Health Care
VRE,Real Estate
VREX,Technology
VRM,Consumer Discretionary
VRME,Technology
VRNA,Health Care
VRNS,Technology
VRNT,Technology
VRPX,Health Care
VRRM,Consumer Discretionary
VRSK,Consumer Discretionary
VRSN,Technology
VRT,Technology
VRTS,Finance
VRTX,Technology
VS,Technology
VSACW,Finance
VSAT,Technology
VSCO,Consumer Discretionary
VSEC,Consumer Discretionary
VSH,Technology
VST,Utilities
VSTA,Real Estate
VSTM,Health Care
VSTO,Industrials
VTAK,Health Care
VTEX,Technology
VTGN,Health Care
VTLE,Energy
VTN,Finance
VTNR,Energy
VTOL,Consumer Discretionary
VTR,Real Estate
VTRS,Health Care
VTRU,Real Estate
VTS,Energy
VTSI,Consumer Discretionary
VTVT,Health Care
VTYX,Health Care
VUZI,Technology
VVI,Consumer Discretionary
VVOS,Health Care
VVPR,Utilities
VVR,Finance
VVV,Industrials
VVX,Consumer Discretionary
VWE,Consumer Staples
VWEWW,Consumer Staples
VXRT,Health Care
VYGR,Health Care
VYNE,Health Care
VZ,Telecommunications
VZIO,Consumer Staples
VZLA,Basic Materials
W,Consumer Discretionary
WAB,Industrials
WABC,Finance
WAFD,Finance
WAFDP,Finance
WAFU,Real Estate
WAL,Finance
WALD,Consumer Discretionary
WALDW,Consumer Discretionary
WASH,Finance
WAT,Industrials
WATT,Technology
WAVD,Technology
WAVE,Utilities
WAVS,Technology
WB,Technology
WBA,Consumer Staples
WBD,Telecommunications
WBS,Finance
WBX,Consumer Discretionary
WCC,Consumer Discretionary
WCN,Utilities
WD,Finance
WDAY,Technology
WDC,Technology
WDFC,Industrials
WDH,Finance
WDI,Finance
WDS,Energy
WEA,Finance
WEAV,Technology
WEC,Utilities
WEL,Finance
WELL,Real Estate
WEN,Consumer Discretionary
WERN,Industrials
WES,Utilities
WEST,Consumer Staples
WESTW,Consumer Staples
WETG,Technology
WETH,Real Estate
WEX,Technology
WEYS,Consumer Staples
WF,Finance
WFC,Finance
WFCF,Technology
WFG,Basic Materials
WFRD,Industrials
WGO,Industrials
WGS,Technology
WGSWW,Technology
WH,Consumer Discretionary
WHD,Industrials
WHF,Finance
WHFCL,
WHG,Finance
WHLM,Consumer Discretionary
WHLR,Real Estate
WHLRD,Real Estate
WHLRP,Real Estate
WHR,Consumer Discretionary
WIA,Finance
WILC,Consumer Discretionary
WIMI,Technology
WINA,Consumer Discretionary
WING,Consumer Discretionary
WINT,Health Care
WINV,Finance
WINVW,Finance
WIRE,Industrials
WISA,Technology
WISH,Consumer Discretionary
WIT,Technology
WIW,Finance
WIX,Technology
WK,Technology
WKC,Energy
WKEY,Technology
WKHS,Consumer Discretionary
WKME,Technology
WKSP,Consumer Discretionary
WKSPW,Consumer Discretionary
WLDN,Consumer Discretionary
WLDS,Telecommunications
WLDSW,Telecommunications
WLFC,Consumer Discretionary
WLGS,Consumer Discretionary
WLK,Industrials
WLKP,Industrials
WLY,Consumer Discretionary
WLYB,Consumer Discretionary
WM,Utilities
WMB,Utilities
WMG,Consumer Discretionary
WMK,Consumer Staples
WMPN,Finance
WMS,Consumer Discretionary
WMT,Consumer Discretionary
WNC,Industrials
WNEB,Finance
WNNR,Finance
WNS,Consumer Discretionary
WNW,Consumer Discretionary
WOLF,Technology
WOOF,Consumer Discretionary
WOR,Consumer Discretionary
WORX,Consumer Discretionary
WOW,Telecommunications
WPC,Real Estate
WPP,Consumer Discretionary
WPRT,Industrials
WRAP,Industrials
WRB,Finance
WRBY,Health Care
WRLD,Finance
WRN,Basic Materials
WSBC,Finance
WSBCP,Finance
WSBF,Finance
WSC,Industrials
WSFS,Finance
WSM,Consumer Discretionary
WSO,Consumer Discretionary
WSR,Real Estate
WST,Health Care
WT,Finance
WTBA,Finance
WTFC,Finance
WTFCM,Finance
WTFCP,Finance
WTI,Energy
WTM,Finance
WTO,Technology
WTRG,Utilities
WTS,Industrials
WTTR,Energy
WTW,Finance
WU,Consumer Discretionary
WULF,Technology
WVE,Health Care
WVVI,Consumer Staples
WVVIP,Consumer Staples
WW,Consumer Discretionary
WWD,Energy
WWR,Basic Materials
WWW,Consumer Discretionary
WY,Real Estate
WYNN,Consumer Discretionary
WYY,Technology
X,Industrials
XAIR,Health Care
XBIO,Health Care
XBIOW,Health Care
XBIT,Health Care
XBP,Consumer Discretionary
XBPEW,Consumer Discretionary
XCUR,Health Care
XEL,Utilities
XELA,Consumer Discretionary
XELAP,Technology
XENE,Health Care
XERS,Health Care
XFIN,Finance
XFINW,Finance
XFLT,Finance
XFOR,Health Care
XGN,Health Care
XHR,Consumer Discretionary
XIN,Consumer Discretionary
XLO,Health Care
XMTR,Technology
XNCR,Health Care
XNET,Technology
XOM,Energy
XOMA,Health Care
XOMAO,Health Care
XOMAP,Health Care
XOS,Consumer Discretionary
XOSWW,Consumer Discretionary
XP,Finance
XPEL,Industrials
XPER,Technology
XPEV,Consumer Discretionary
XPL,Basic Materials
XPO,Consumer Discretionary
XPOF,Consumer Discretionary
XPON,Technology
XPRO,Energy
XRAY,Health Care
XRTX,Health Care
XRX,Technology
XTIA,Technology
XTKG,Technology
XTLB,Health Care
XTNT,Health Care
XWEL,Consumer Discretionary
XXII,Health Care
XYF,Finance
XYL,Industrials
YALA,Technology
YCBD,Consumer Discretionary
YELP,Consumer Discretionary
YETI,Consumer Discretionary
YEXT,Technology
YGMZ,Consumer Discretionary
YHGJ,Industrials
YI,Consumer Staples
YJ,Consumer Discretionary
YMAB,Health Care
YMM,Technology
YORW,Utilities
YOSH,Consumer Discretionary
YOTA,Consumer Staples
YOTAU,Consumer Staples
YOTAW,Consumer Staples
YOU,Technology
YPF,Energy
YQ,Real Estate
YRD,Finance
YS,Finance
YSBPW,Finance
YSG,Consumer Discretionary
YTRA,Consumer Discretionary
YUM,Consumer Discretionary
YUMC,Consumer Discretionary
YY,Technology
Z,Consumer Discretionary
ZAPP,Consumer Discretionary
ZAPPW,Finance
ZBH,Health Care
ZBRA,Technology
ZCAR,Finance
ZCARW,Finance
ZCMD,Real Estate
ZD,Telecommunications
ZDGE,Technology
ZENV,Technology
ZEO,Finance
ZEOWW,Finance
ZEPP,Technology
ZETA,Technology
ZEUS,Industrials
ZFOX,Technology
ZFOXW,Technology
ZG,Consumer Discretionary
ZGN,Consumer Discretionary
ZH,Consumer Discretionary
ZI,Technology
ZIM,Consumer Discretionary
ZIMV,Health Care
ZION,Finance
ZIONL,Finance
ZIONO,Finance
ZIONP,Finance
ZIP,Consumer Discretionary
ZJYL,Consumer Discretionary
ZKIN,Industrials
ZLAB,Health Care
ZLS,Finance
ZM,Technology
ZNTL,Health Care
ZOM,Health Care
ZS,Technology
ZTEK,Industrials
ZTO,Industrials
ZTR,Finance
ZTS,Health Care
ZUMZ,Consumer Discretionary
ZUO,Technology
ZURA,Health Care
ZURAW,Health Care
ZVIA,Consumer Staples
ZVRA,Health Care
ZVSA,Health Care
ZWS,Industrials
ZYME,Health Care
ZYXI,Health Care
